time,S,I,R
0.0,95,5,0
1.0,0,93,7
2.0,0,84,16
3.0,0,71,29
4.0,0,66,34
5.0,0,61,39
6.0,0,52,48
7.0,0,48,52
8.0,0,45,55
9.0,0,39,61
10.0,0,31,69
11.0,0,29,71
12.0,0,28,72
13.0,0,27,73
14.0,0,19,81
15.0,0,15,85
16.0,0,13,87
17.0,0,11,89
18.0,0,11,89
19.0,0,11,89
20.0,0,11,89
21.0,0,10,90
22.0,0,10,90
23.0,0,8,92
24.0,0,7,93
25.0,0,7,93
26.0,0,6,94
27.0,0,6,94
28.0,0,6,94
29.0,0,5,95
30.0,0,5,95
31.0,0,5,95
32.0,0,5,95
33.0,0,5,95
34.0,0,3,97
35.0,0,2,98
36.0,0,2,98
37.0,0,2,98
38.0,0,2,98
39.0,0,2,98
40.0,0,2,98
41.0,0,2,98
42.0,0,2,98
43.0,0,2,98
44.0,0,2,98
45.0,0,2,98
46.0,0,2,98
47.0,0,1,99
48.0,0,1,99
49.0,0,1,99
50.0,0,1,99
51.0,0,1,99
52.0,0,0,100
53.0,0,0,100
54.0,0,0,100
55.0,0,0,100
56.0,0,0,100
57.0,0,0,100
58.0,0,0,100
59.0,0,0,100
60.0,0,0,100
61.0,0,0,100
62.0,0,0,100
